%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z,field.twist.covariance0,field.twist.covariance1,field.twist.covariance2,field.twist.covariance3,field.twist.covariance4,field.twist.covariance5,field.twist.covariance6,field.twist.covariance7,field.twist.covariance8,field.twist.covariance9,field.twist.covariance10,field.twist.covariance11,field.twist.covariance12,field.twist.covariance13,field.twist.covariance14,field.twist.covariance15,field.twist.covariance16,field.twist.covariance17,field.twist.covariance18,field.twist.covariance19,field.twist.covariance20,field.twist.covariance21,field.twist.covariance22,field.twist.covariance23,field.twist.covariance24,field.twist.covariance25,field.twist.covariance26,field.twist.covariance27,field.twist.covariance28,field.twist.covariance29,field.twist.covariance30,field.twist.covariance31,field.twist.covariance32,field.twist.covariance33,field.twist.covariance34,field.twist.covariance35
1637022418372583645,317,1637022418372390939,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022418472585860,318,1637022418472393556,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022418573080971,319,1637022418572417698,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022418672585178,320,1637022418672389856,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022418772590561,321,1637022418772389762,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022418873194153,322,1637022418872414292,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022418972611313,323,1637022418972393516,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022419072575259,324,1637022419072424253,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022419173084581,325,1637022419172412546,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022419272536099,326,1637022419272388961,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022419372554393,327,1637022419372392579,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022419473000261,328,1637022419472426718,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022419572518772,329,1637022419572389642,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022419672523618,330,1637022419672384476,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637022419772523126,331,1637022419772385158,smart2_02/odom,smart2_02/base_footprint,-0.0019709893968,-0.000356066331733,0.0,0.0,0.0,-0.017452400715,0.999847695256,0.0303306598216,0.00296496786177,0.0,0.0,0.0,-0.00350175146013,0.00296496762894,0.000441093696281,0.0,0.0,0.0,-0.00250192824751,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,-0.00350175215863,-0.00250192824751,0.0,0.0,0.0,1.84899699688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,1.79769313486e+308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
