%time,field.header.seq,field.header.stamp,field.header.frame_id,field.image_seq,field.transforms0.fiducial_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w,field.transforms0.image_error,field.transforms0.object_error,field.transforms0.fiducial_area
1636841706477068326,1,1636841706418602825,usb_cam,620,6,-0.454636057396,-0.765475967189,2.4682366294,-0.995370567651,-0.00349492933171,0.0145022665062,0.0949468419148,0.0150505804822,0.00250624553804,4159.74062467
1636841706647013062,2,1636841706616553045,usb_cam,622,6,-0.459623192454,-0.709350122502,2.45914307018,-0.99924813931,0.00920537314875,-0.0279131415116,-0.0252838628635,0.0200460919923,0.00339992939783,4024.15824764
1636841706787155597,3,1636841706717908747,usb_cam,623,6,-0.451296987572,-0.652774024466,2.44606302656,-0.9996520191,-0.00162731004874,-0.0130368733314,0.0228742760712,0.000986296836345,0.000162395363223,4164.31731087
1636841706900036813,4,1636841706819189884,usb_cam,624,6,-0.448050575906,-0.597145335479,2.43055489367,-0.99268759716,-0.0139230708177,0.0404160344496,0.112889444602,0.00182229376878,0.000291365964588,4201.10232909
1636841706999626207,5,1636841706922317035,usb_cam,625,6,-0.460158327817,-0.560846310916,2.44922766879,-0.995452193127,-0.0137302367067,0.0149418535792,0.0930760592796,0.104618906815,0.0169496215345,4172.07284748
1636841707089668987,6,1636841707020505032,usb_cam,626,6,-0.451220209742,-0.523424166553,2.4023846634,0.998904890144,0.00474670830144,-0.0461696706482,-0.00590344972459,1.83023307877,0.296153241598,4177.26399167
1636841707172703696,7,1636841707118229469,usb_cam,627,6,-0.457625777751,-0.501531636208,2.41002880775,0.998693643293,0.0154014079511,-0.0343465540848,-0.0345560081899,0.00897139917652,0.00143602609185,4217.79283182
1636841707285084390,8,1636841707219714015,usb_cam,628,6,-0.456544841637,-0.437100885259,2.45730226256,0.999677168194,0.0108580353874,0.00979023072517,0.0207801309131,0.0190663100511,0.00316655995964,4058.09914806
1636841707789714724,9,1636841707719984194,usb_cam,633,6,-0.448341126765,-0.333082669997,2.42137119006,-0.999423908844,-0.0188117770101,0.0249514369488,0.0132436124754,0.0160575882765,0.00257220646098,4174.07042625
1636841707868294822,10,1636841707818309993,usb_cam,634,6,-0.450291894544,-0.255052777093,2.38358223173,0.992932587948,0.0315838290901,-0.109818891713,0.0320491584095,0.0489024047274,0.0080106975153,4020.98812206
1636841708105927635,11,1636841708020073346,usb_cam,636,6,-0.470033638358,-0.249169353059,2.47407385809,-0.992911768438,-0.00406690665766,-0.077292345738,-0.0901974149185,0.0660759141319,0.0110067298036,3965.50107169
1636841708258983939,12,1636841708217715167,usb_cam,638,6,-0.460718118829,-0.181076142014,2.40779761233,-0.99847146047,-0.0250659895031,0.0490605404185,-0.00441612633963,0.0257112230756,0.00410052431008,4157.61528935
1636841708442123361,13,1636841708319491289,usb_cam,639,6,-0.46245566193,-0.167277562118,2.42919154884,-0.999266977284,-0.0204837484904,0.0182416962033,0.0267051432695,0.00812655274058,0.00129280085875,4164.03296534
1636841708472912765,14,1636841708427327852,usb_cam,640,6,-0.475048766924,-0.135155065065,2.46336518038,-0.998634079696,-0.0186282570515,-0.0311648645759,0.0375727843572,0.0539072600659,0.00873138012216,4119.22785575
1636841708546631738,15,1636841708516437454,usb_cam,641,6,-0.47459770003,-0.0897726986718,2.47617245049,0.993450544594,0.0105596481957,0.0926378071421,0.0660510860167,0.0401763368864,0.00660527746863,4054.48310442
1636841708680644459,16,1636841708617779787,usb_cam,642,6,-0.472721911435,-0.105550927135,2.41448346869,-0.997246461536,-0.0212407030291,0.0387747197022,0.0595386311675,0.0502146829967,0.00787277875935,4154.44916139
1636841708792315081,17,1636841708719820105,usb_cam,643,6,-0.472264558747,-0.0254832837287,2.44640547408,-0.99971030198,-0.022186444196,0.000457419536835,0.00932011678775,0.00044428370893,7.15721525748e-05,4134.10090218
1636841708871575257,18,1636841708818205905,usb_cam,644,6,-0.465094495634,-0.0426179291961,2.37162892088,-0.99251858054,-0.0165270882263,0.0956288720542,0.0740867158664,0.0196759225801,0.00299855613398,4116.61389592
1636841709000218130,19,1636841708918781803,usb_cam,645,6,-0.450682022685,0.0220434661012,2.42839724877,-0.997848661417,-0.0226261949764,0.060036355751,-0.0134811052211,0.367020134581,0.0593963407612,4074.92841339
1636841709083410966,20,1636841709020276112,usb_cam,646,6,-0.470447833462,0.0898142280391,2.3193406586,0.983805288855,0.00689373059685,-0.0883931580109,0.155776377273,0.10983556509,0.0176947705971,4206.21191623
1636841709152409523,21,1636841709116920244,usb_cam,647,6,-0.483207516558,0.0278901861443,2.47790319911,-0.982219173026,-0.0342733999267,-0.083261542588,0.164737201999,0.108115074923,0.0182334546862,3864.10563913
1636841709320064014,22,1636841709218831350,usb_cam,648,6,-0.475394282997,0.0446393664781,2.4212700257,-0.99971077569,-0.0204579205148,0.0120190936718,0.00392171462645,0.0096547449939,0.00152932585683,4202.07291715
1636841709376110366,23,1636841709322714205,usb_cam,649,6,-0.472486106541,0.0246238313274,2.4211085905,0.999508056883,0.0223881497751,-0.0213292717353,-0.00524186437897,0.0242921905592,0.00385066140188,4184.09602211
1636841709456793773,24,1636841709417144375,usb_cam,650,6,-0.476408066751,0.0304351001214,2.44524473544,0.99960205344,0.0217310643839,0.00642938492474,-0.0167975774883,0.0134020016994,0.00215214544326,4146.4716564
