%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.position0,field.position1,field.velocity0,field.velocity1,field.effort0,field.effort1
1636488016902206681,6865,1636488016898691898,,left_wheel_joint,right_wheel_joint,905.81237793,1164.88024902,2.56410264969,2.56410264969,0.0,0.0
1636488017001342422,6866,1636488016998709632,,left_wheel_joint,right_wheel_joint,906.068664551,1165.13647461,2.56410264969,2.56410264969,0.0,0.0
1636488017100984341,6867,1636488017098674738,,left_wheel_joint,right_wheel_joint,906.273681641,1165.34143066,2.56410264969,2.56410264969,0.0,0.0
1636488017200820810,6868,1636488017198685661,,left_wheel_joint,right_wheel_joint,906.529907227,1165.59777832,2.56410264969,2.56410264969,0.0,0.0
1636488017299475844,6869,1636488017298700267,,left_wheel_joint,right_wheel_joint,906.734924316,1165.80273438,2.56410264969,2.56410264969,0.0,0.0
1636488017401667124,6870,1636488017398691048,,left_wheel_joint,right_wheel_joint,906.991210938,1166.05908203,2.56410264969,2.56410264969,0.0,0.0
1636488017500760793,6871,1636488017498681504,,left_wheel_joint,right_wheel_joint,907.221862793,1166.28967285,2.56410264969,2.56410264969,0.0,0.0
1636488017601967642,6872,1636488017598686523,,left_wheel_joint,right_wheel_joint,907.452514648,1166.52026367,2.56410264969,2.56410264969,0.0,0.0
1636488017701502102,6873,1636488017698676402,,left_wheel_joint,right_wheel_joint,907.683105469,1166.75097656,2.56410264969,2.56410264969,0.0,0.0
1636488017801573538,6874,1636488017798679529,,left_wheel_joint,right_wheel_joint,907.93939209,1167.00720215,2.56410264969,2.56410264969,0.0,0.0
1636488017901688125,6875,1636488017898673562,,left_wheel_joint,right_wheel_joint,908.14440918,1167.21228027,2.56410264969,2.56410264969,0.0,0.0
1636488018001343781,6876,1636488017998691981,,left_wheel_joint,right_wheel_joint,908.400695801,1167.46850586,2.56410264969,2.56410264969,0.0,0.0
1636488018102210692,6877,1636488018098691236,,left_wheel_joint,right_wheel_joint,908.656982422,1167.72473145,2.56410264969,2.56410264969,0.0,0.0
1636488018202484516,6878,1636488018198716956,,left_wheel_joint,right_wheel_joint,908.861999512,1167.92980957,2.56410264969,2.56410264969,0.0,0.0
1636488018300923858,6879,1636488018298712480,,left_wheel_joint,right_wheel_joint,909.092590332,1168.16040039,2.56410264969,2.56410264969,0.0,0.0
1636488018406791030,6880,1636488018398711280,,left_wheel_joint,right_wheel_joint,909.348876953,1168.41674805,2.56410264969,2.56410264969,0.0,0.0
1636488018503518652,6881,1636488018498765054,,left_wheel_joint,right_wheel_joint,909.553894043,1168.6217041,2.56410264969,2.56410264969,0.0,0.0
1636488018602288664,6882,1636488018598686254,,left_wheel_joint,right_wheel_joint,909.810180664,1168.87805176,2.56410264969,2.56410264969,0.0,0.0
1636488018700725419,6883,1636488018699293457,,left_wheel_joint,right_wheel_joint,910.04083252,1169.10864258,2.56410264969,2.56410264969,0.0,0.0
1636488018800520166,6884,1636488018798727673,,left_wheel_joint,right_wheel_joint,910.271484375,1169.3392334,2.56410264969,2.56410264969,0.0,0.0
1636488018898905459,6885,1636488018898590501,,left_wheel_joint,right_wheel_joint,910.502075195,1169.56994629,2.56410264969,2.56410264969,0.0,0.0
1636488018999095020,6886,1636488018998637456,,left_wheel_joint,right_wheel_joint,910.758361816,1169.82617188,2.56410264969,2.56410264969,0.0,0.0
1636488019099319987,6887,1636488019098672761,,left_wheel_joint,right_wheel_joint,910.963378906,1170.03125,2.56410264969,2.56410264969,0.0,0.0
1636488019201759298,6888,1636488019198687404,,left_wheel_joint,right_wheel_joint,911.219665527,1170.28747559,2.56410264969,2.56410264969,0.0,0.0
1636488019302983772,6889,1636488019298690119,,left_wheel_joint,right_wheel_joint,911.450317383,1170.51806641,2.56410264969,2.56410264969,0.0,0.0
1636488019400183141,6890,1636488019398689171,,left_wheel_joint,right_wheel_joint,911.680908203,1170.7487793,2.56410264969,2.56410264969,0.0,0.0
1636488019500612347,6891,1636488019498691457,,left_wheel_joint,right_wheel_joint,911.911560059,1170.97937012,2.56410264969,2.56410264969,0.0,0.0
1636488019600865887,6892,1636488019598666312,,left_wheel_joint,right_wheel_joint,912.16784668,1171.23571777,2.56410264969,2.56410264969,0.0,0.0
1636488019701045031,6893,1636488019698678706,,left_wheel_joint,right_wheel_joint,912.37286377,1171.44067383,2.56410264969,2.56410264969,0.0,0.0
1636488019803517272,6894,1636488019798686597,,left_wheel_joint,right_wheel_joint,912.629150391,1171.69689941,2.56410264969,2.56410264969,0.0,0.0
1636488019903885002,6895,1636488019898686031,,left_wheel_joint,right_wheel_joint,912.859802246,1171.9276123,2.56410264969,2.56410264969,0.0,0.0
1636488019999582235,6896,1636488019998673893,,left_wheel_joint,right_wheel_joint,913.090393066,1172.15820312,2.56410264969,2.56410264969,0.0,0.0
1636488020099575356,6897,1636488020098684981,,left_wheel_joint,right_wheel_joint,913.346679688,1172.41455078,2.56410264969,2.56410264969,0.0,0.0
1636488020201229309,6898,1636488020198677380,,left_wheel_joint,right_wheel_joint,913.577331543,1172.6451416,2.56410264969,2.56410264969,0.0,0.0
1636488020301811449,6899,1636488020298683242,,left_wheel_joint,right_wheel_joint,913.782348633,1172.85021973,2.56410264969,2.56410264969,0.0,0.0
1636488020400860073,6900,1636488020398675965,,left_wheel_joint,right_wheel_joint,914.038635254,1173.10644531,2.56410264969,2.56410264969,0.0,0.0
1636488020501588898,6901,1636488020498680269,,left_wheel_joint,right_wheel_joint,914.29486084,1173.3626709,2.56410264969,2.56410264969,0.0,0.0
1636488020603461835,6902,1636488020598688225,,left_wheel_joint,right_wheel_joint,914.49987793,1173.56774902,2.56410264969,2.56410264969,0.0,0.0
1636488020699609015,6903,1636488020698695453,,left_wheel_joint,right_wheel_joint,914.730529785,1173.79833984,2.56410264969,2.56410264969,0.0,0.0
1636488020801132549,6904,1636488020798676700,,left_wheel_joint,right_wheel_joint,914.986816406,1174.0546875,2.56410264969,2.56410264969,0.0,0.0
1636488020900595464,6905,1636488020898685902,,left_wheel_joint,right_wheel_joint,915.191833496,1174.25964355,2.56410264969,2.56410264969,0.0,0.0
1636488021003103529,6906,1636488020998744535,,left_wheel_joint,right_wheel_joint,915.448120117,1174.51586914,2.56410264969,2.56410264969,0.0,0.0
1636488021100102099,6907,1636488021098734668,,left_wheel_joint,right_wheel_joint,915.653137207,1174.72094727,2.56410264969,2.56410264969,0.0,0.0
1636488021202723484,6908,1636488021198696952,,left_wheel_joint,right_wheel_joint,915.883728027,1174.95153809,2.56410264969,2.56410264969,0.0,0.0
1636488021301939517,6909,1636488021298675567,,left_wheel_joint,right_wheel_joint,916.140014648,1175.20788574,2.56410264969,2.56410264969,0.0,0.0
1636488021399978788,6910,1636488021398676207,,left_wheel_joint,right_wheel_joint,916.345031738,1175.4128418,2.56410264969,2.56410264969,0.0,0.0
1636488021501463596,6911,1636488021498703960,,left_wheel_joint,right_wheel_joint,916.601318359,1175.66918945,2.56410264969,2.56410264969,0.0,0.0
1636488021601472652,6912,1636488021598762202,,left_wheel_joint,right_wheel_joint,916.831970215,1175.89978027,2.56410264969,2.56410264969,0.0,0.0
1636488021699662712,6913,1636488021698728957,,left_wheel_joint,right_wheel_joint,917.06262207,1176.13037109,2.56410264969,2.56410264969,0.0,0.0
1636488021801445950,6914,1636488021798706135,,left_wheel_joint,right_wheel_joint,917.293212891,1176.36108398,2.56410264969,2.56410264969,0.0,0.0
1636488021903696069,6915,1636488021898754834,,left_wheel_joint,right_wheel_joint,917.549499512,1176.61730957,2.56410264969,2.56410264969,0.0,0.0
1636488022000533975,6916,1636488021998750900,,left_wheel_joint,right_wheel_joint,917.754516602,1176.8223877,2.56410264969,2.56410264969,0.0,0.0
1636488022102592059,6917,1636488022098766916,,left_wheel_joint,right_wheel_joint,918.010803223,1177.07861328,2.56410264969,2.56410264969,0.0,0.0
1636488022203357105,6918,1636488022198674597,,left_wheel_joint,right_wheel_joint,918.267089844,1177.33483887,2.56410264969,2.56410264969,0.0,0.0
1636488022302805701,6919,1636488022298668056,,left_wheel_joint,right_wheel_joint,918.472045898,1177.53991699,2.56410264969,2.56410264969,0.0,0.0
1636488022399398500,6920,1636488022398731775,,left_wheel_joint,right_wheel_joint,918.72833252,1177.79614258,2.56410264969,2.56410264969,0.0,0.0
1636488022499819581,6921,1636488022498681297,,left_wheel_joint,right_wheel_joint,918.958984375,1178.02685547,2.56410264969,2.56410264969,0.0,0.0
1636488022601844347,6922,1636488022598721902,,left_wheel_joint,right_wheel_joint,919.18963623,1178.25744629,2.56410264969,2.56410264969,0.0,0.0
1636488022700281775,6923,1636488022698696381,,left_wheel_joint,right_wheel_joint,919.420288086,1178.48803711,2.56410264969,2.56410264969,0.0,0.0
1636488022803309768,6924,1636488022798726133,,left_wheel_joint,right_wheel_joint,919.676513672,1178.74438477,2.56410264969,2.56410264969,0.0,0.0
1636488022900106274,6925,1636488022898701172,,left_wheel_joint,right_wheel_joint,919.881530762,1178.94934082,2.56410264969,2.56410264969,0.0,0.0
1636488023003920148,6926,1636488022998714905,,left_wheel_joint,right_wheel_joint,920.112182617,1179.18005371,2.56410264969,2.56410264969,0.0,0.0
1636488023100737832,6927,1636488023098693630,,left_wheel_joint,right_wheel_joint,920.368469238,1179.4362793,2.56410264969,2.56410264969,0.0,0.0
1636488023200959287,6928,1636488023198679798,,left_wheel_joint,right_wheel_joint,920.599121094,1179.66699219,2.56410264969,2.56410264969,0.0,0.0
1636488023299914941,6929,1636488023298682970,,left_wheel_joint,right_wheel_joint,920.829772949,1179.89758301,2.56410264969,2.56410264969,0.0,0.0
1636488023400702794,6930,1636488023398676814,,left_wheel_joint,right_wheel_joint,921.085998535,1180.15380859,2.56410264969,2.56410264969,0.0,0.0
1636488023500173241,6931,1636488023498700924,,left_wheel_joint,right_wheel_joint,921.291015625,1180.35888672,2.56410264969,2.56410264969,0.0,0.0
1636488023602937935,6932,1636488023598725868,,left_wheel_joint,right_wheel_joint,921.547302246,1180.6151123,2.56410264969,2.56410264969,0.0,0.0
1636488023699376586,6933,1636488023698682978,,left_wheel_joint,right_wheel_joint,921.777954102,1180.8458252,2.56410264969,2.56410264969,0.0,0.0
1636488023804598012,6934,1636488023798751648,,left_wheel_joint,right_wheel_joint,922.008605957,1181.07641602,2.56410264969,2.56410264969,0.0,0.0
1636488023900003075,6935,1636488023898686411,,left_wheel_joint,right_wheel_joint,922.239257812,1181.30700684,2.56410264969,2.56410264969,0.0,0.0
1636488024001888822,6936,1636488023998720628,,left_wheel_joint,right_wheel_joint,922.495483398,1181.56335449,2.56410264969,2.56410264969,0.0,0.0
1636488024100284845,6937,1636488024098679075,,left_wheel_joint,right_wheel_joint,922.700500488,1181.76831055,2.56410264969,2.56410264969,0.0,0.0
1636488024201781650,6938,1636488024198697029,,left_wheel_joint,right_wheel_joint,922.956787109,1182.0246582,2.56410264969,2.56410264969,0.0,0.0
1636488024303263321,6939,1636488024298719087,,left_wheel_joint,right_wheel_joint,923.187438965,1182.25524902,2.56410264969,2.56410264969,0.0,0.0
1636488024401920485,6940,1636488024398716634,,left_wheel_joint,right_wheel_joint,923.392456055,1182.46032715,2.56410264969,2.56410264969,0.0,0.0
1636488024502152438,6941,1636488024498709155,,left_wheel_joint,right_wheel_joint,923.648742676,1182.71655273,2.56410264969,2.56410264969,0.0,0.0
1636488024602192446,6942,1636488024598729883,,left_wheel_joint,right_wheel_joint,923.904968262,1182.97277832,2.56410264969,2.56410264969,0.0,0.0
1636488024699276333,6943,1636488024698676473,,left_wheel_joint,right_wheel_joint,924.109985352,1183.17785645,2.56410264969,2.56410264969,0.0,0.0
1636488024800517262,6944,1636488024798708685,,left_wheel_joint,right_wheel_joint,924.340637207,1183.40844727,2.56410264969,2.56410264969,0.0,0.0
1636488024902501562,6945,1636488024898713446,,left_wheel_joint,right_wheel_joint,924.596923828,1183.66479492,2.56410264969,2.56410264969,0.0,0.0
1636488025002799889,6946,1636488024998701258,,left_wheel_joint,right_wheel_joint,924.801940918,1183.86975098,2.56410264969,2.56410264969,0.0,0.0
1636488025101310850,6947,1636488025098704172,,left_wheel_joint,right_wheel_joint,925.058227539,1184.12597656,2.56410264969,2.56410264969,0.0,0.0
1636488025201074404,6948,1636488025198717900,,left_wheel_joint,right_wheel_joint,925.263244629,1184.33105469,2.56410264969,2.56410264969,0.0,0.0
1636488025302131925,6949,1636488025298665890,,left_wheel_joint,right_wheel_joint,925.493835449,1184.56164551,2.56410264969,2.56410264969,0.0,0.0
1636488025399430180,6950,1636488025398672158,,left_wheel_joint,right_wheel_joint,925.75012207,1184.81799316,2.56410264969,2.56410264969,0.0,0.0
1636488025505181095,6951,1636488025498690136,,left_wheel_joint,right_wheel_joint,925.980773926,1185.04858398,2.56410264969,2.56410264969,0.0,0.0
1636488025601750580,6952,1636488025598700400,,left_wheel_joint,right_wheel_joint,926.211425781,1185.2791748,2.56410264969,2.56410264969,0.0,0.0
1636488025699539405,6953,1636488025698681154,,left_wheel_joint,right_wheel_joint,926.467651367,1185.53552246,2.56410264969,2.56410264969,0.0,0.0
1636488025800413471,6954,1636488025798675053,,left_wheel_joint,right_wheel_joint,926.672668457,1185.74047852,2.56410264969,2.56410264969,0.0,0.0
1636488025899882717,6955,1636488025898673205,,left_wheel_joint,right_wheel_joint,926.928955078,1185.99682617,2.56410264969,2.56410264969,0.0,0.0
1636488026000915992,6956,1636488025998684508,,left_wheel_joint,right_wheel_joint,927.159606934,1186.22741699,2.56410264969,2.56410264969,0.0,0.0
1636488026103464293,6957,1636488026098687474,,left_wheel_joint,right_wheel_joint,927.390258789,1186.45812988,2.56410264969,2.56410264969,0.0,0.0
1636488026200587740,6958,1636488026198674098,,left_wheel_joint,right_wheel_joint,927.620910645,1186.6887207,2.56410264969,2.56410264969,0.0,0.0
1636488026300929952,6959,1636488026298677635,,left_wheel_joint,right_wheel_joint,927.87713623,1186.94494629,2.56410264969,2.56410264969,0.0,0.0
1636488026404277957,6960,1636488026398685506,,left_wheel_joint,right_wheel_joint,928.08215332,1187.15002441,2.56410264969,2.56410264969,0.0,0.0
1636488026500386411,6961,1636488026498699735,,left_wheel_joint,right_wheel_joint,928.338439941,1187.40625,2.56410264969,2.56410264969,0.0,0.0
1636488026601424203,6962,1636488026598688399,,left_wheel_joint,right_wheel_joint,928.594726562,1187.66259766,2.56410264969,2.56410264969,0.0,0.0
1636488026701765497,6963,1636488026698692136,,left_wheel_joint,right_wheel_joint,928.799743652,1187.86755371,2.56410264969,2.56410264969,0.0,0.0
1636488026800969468,6964,1636488026798695206,,left_wheel_joint,right_wheel_joint,929.056030273,1188.1237793,2.56410264969,2.56410264969,0.0,0.0
1636488026901708206,6965,1636488026898687387,,left_wheel_joint,right_wheel_joint,929.286621094,1188.35449219,2.56410264969,2.56410264969,0.0,0.0
1636488026999590634,6966,1636488026998701117,,left_wheel_joint,right_wheel_joint,929.491638184,1188.55944824,2.56410264969,2.56410264969,0.0,0.0
1636488027100798067,6967,1636488027098686313,,left_wheel_joint,right_wheel_joint,929.747924805,1188.8157959,2.56410264969,2.56410264969,0.0,0.0
1636488027200854220,6968,1636488027198666724,,left_wheel_joint,right_wheel_joint,930.004211426,1189.07202148,2.56410264969,2.56410264969,0.0,0.0
1636488027305279303,6969,1636488027298671641,,left_wheel_joint,right_wheel_joint,930.209228516,1189.27697754,2.56410264969,2.56410264969,0.0,0.0
1636488027400489794,6970,1636488027398677830,,left_wheel_joint,right_wheel_joint,930.439880371,1189.50769043,2.56410264969,2.56410264969,0.0,0.0
1636488027504306612,6971,1636488027498680500,,left_wheel_joint,right_wheel_joint,930.696105957,1189.76391602,2.56410264969,2.56410264969,0.0,0.0
1636488027601927944,6972,1636488027598704474,,left_wheel_joint,right_wheel_joint,930.901123047,1189.96899414,2.56410264969,2.56410264969,0.0,0.0
1636488027699986514,6973,1636488027698682689,,left_wheel_joint,right_wheel_joint,931.157409668,1190.22521973,2.56410264969,2.56410264969,0.0,0.0
1636488027801915283,6974,1636488027798696932,,left_wheel_joint,right_wheel_joint,931.388061523,1190.45593262,2.56410264969,2.56410264969,0.0,0.0
1636488027902820777,6975,1636488027898698197,,left_wheel_joint,right_wheel_joint,931.593078613,1190.66088867,2.56410264969,2.56410264969,0.0,0.0
1636488028000098526,6976,1636488027998701544,,left_wheel_joint,right_wheel_joint,931.849365234,1190.91711426,2.56410264969,2.56410264969,0.0,0.0
1636488028103588144,6977,1636488028098690991,,left_wheel_joint,right_wheel_joint,932.047912598,1191.23120117,-5.19571065903,5.19571065903,0.0,0.0
1636488028203630754,6978,1636488028198736294,,left_wheel_joint,right_wheel_joint,931.778503418,1191.65429688,-5.19571065903,5.19571065903,0.0,0.0
1636488028300270832,6979,1636488028298768012,,left_wheel_joint,right_wheel_joint,931.40020752,1192.0838623,-5.19571065903,5.19571065903,0.0,0.0
1636488028402609032,6980,1636488028398696639,,left_wheel_joint,right_wheel_joint,931.021850586,1192.51342773,-5.19571065903,5.19571065903,0.0,0.0
1636488028500982412,6981,1636488028498687844,,left_wheel_joint,right_wheel_joint,930.70123291,1192.88537598,-5.19571065903,5.19571065903,0.0,0.0
1636488028601669900,6982,1636488028598680380,,left_wheel_joint,right_wheel_joint,930.297241211,1193.28930664,-5.19571065903,5.19571065903,0.0,0.0
1636488028700966372,6983,1636488028698674079,,left_wheel_joint,right_wheel_joint,929.893249512,1193.6932373,-5.19571065903,5.19571065903,0.0,0.0
1636488028801660284,6984,1636488028798691756,,left_wheel_joint,right_wheel_joint,929.54699707,1194.03955078,-5.19571065903,5.19571065903,0.0,0.0
1636488028900662348,6985,1636488028898675912,,left_wheel_joint,right_wheel_joint,929.168701172,1194.46911621,-5.19571065903,5.19571065903,0.0,0.0
1636488029001400694,6986,1636488028998674114,,left_wheel_joint,right_wheel_joint,928.764709473,1194.87304688,-5.19571065903,5.19571065903,0.0,0.0
1636488029101070416,6987,1636488029098686975,,left_wheel_joint,right_wheel_joint,928.418457031,1195.21936035,-5.19571065903,5.19571065903,0.0,0.0
1636488029201364377,6988,1636488029198681616,,left_wheel_joint,right_wheel_joint,928.014465332,1195.62329102,-5.19571065903,5.19571065903,0.0,0.0
1636488029301919123,6989,1636488029298745016,,left_wheel_joint,right_wheel_joint,927.860534668,1195.93103027,2.56410264969,2.56410264969,0.0,0.0
1636488029402987026,6990,1636488029398694114,,left_wheel_joint,right_wheel_joint,927.988647461,1196.0592041,2.56410264969,2.56410264969,0.0,0.0
1636488029502431457,6991,1636488029498708385,,left_wheel_joint,right_wheel_joint,928.168029785,1196.23852539,2.56410264969,2.56410264969,0.0,0.0
1636488029602271223,6992,1636488029598694262,,left_wheel_joint,right_wheel_joint,928.347473145,1196.41796875,2.56410264969,2.56410264969,0.0,0.0
1636488029701905065,6993,1636488029698689717,,left_wheel_joint,right_wheel_joint,928.578063965,1196.64855957,2.56410264969,2.56410264969,0.0,0.0
1636488029802811210,6994,1636488029798686770,,left_wheel_joint,right_wheel_joint,928.80871582,1196.87927246,2.56410264969,2.56410264969,0.0,0.0
1636488029899490248,6995,1636488029898681214,,left_wheel_joint,right_wheel_joint,929.01373291,1197.08422852,2.56410264969,2.56410264969,0.0,0.0
1636488030002106462,6996,1636488029998694600,,left_wheel_joint,right_wheel_joint,929.244384766,1197.31494141,2.56410264969,2.56410264969,0.0,0.0
1636488030100696189,6997,1636488030098678088,,left_wheel_joint,right_wheel_joint,929.500671387,1197.57116699,2.56410264969,2.56410264969,0.0,0.0
1636488030200740757,6998,1636488030198681689,,left_wheel_joint,right_wheel_joint,929.705688477,1197.77612305,2.56410264969,2.56410264969,0.0,0.0
1636488030301656851,6999,1636488030298675731,,left_wheel_joint,right_wheel_joint,929.961914062,1198.0324707,2.56410264969,2.56410264969,0.0,0.0
1636488030401428225,7000,1636488030398689126,,left_wheel_joint,right_wheel_joint,930.192565918,1198.26306152,2.56410264969,2.56410264969,0.0,0.0
1636488030501954214,7001,1636488030498696466,,left_wheel_joint,right_wheel_joint,930.423217773,1198.49377441,2.56410264969,2.56410264969,0.0,0.0
1636488030603440123,7002,1636488030598684200,,left_wheel_joint,right_wheel_joint,930.653869629,1198.72436523,2.56410264969,2.56410264969,0.0,0.0
1636488030699497458,7003,1636488030698678232,,left_wheel_joint,right_wheel_joint,930.91015625,1198.98059082,2.56410264969,2.56410264969,0.0,0.0
1636488030802520830,7004,1636488030798687735,,left_wheel_joint,right_wheel_joint,931.11517334,1199.18566895,2.56410264969,2.56410264969,0.0,0.0
1636488030902127213,7005,1636488030898700751,,left_wheel_joint,right_wheel_joint,931.371398926,1199.44189453,2.56410264969,2.56410264969,0.0,0.0
1636488031001435427,7006,1636488030998676521,,left_wheel_joint,right_wheel_joint,931.627685547,1199.69824219,2.56410264969,2.56410264969,0.0,0.0
1636488031101758385,7007,1636488031098682266,,left_wheel_joint,right_wheel_joint,931.832702637,1199.90319824,2.56410264969,2.56410264969,0.0,0.0
1636488031201831471,7008,1636488031198683930,,left_wheel_joint,right_wheel_joint,932.063354492,1200.13391113,2.56410264969,2.56410264969,0.0,0.0
1636488031301171692,7009,1636488031298683602,,left_wheel_joint,right_wheel_joint,932.319641113,1200.39013672,2.56410264969,2.56410264969,0.0,0.0
1636488031403918832,7010,1636488031398707067,,left_wheel_joint,right_wheel_joint,932.524658203,1200.59509277,2.56410264969,2.56410264969,0.0,0.0
1636488031502784227,7011,1636488031498693649,,left_wheel_joint,right_wheel_joint,932.780883789,1200.85144043,2.56410264969,2.56410264969,0.0,0.0
1636488031600437760,7012,1636488031598726848,,left_wheel_joint,right_wheel_joint,933.011535645,1201.08203125,2.56410264969,2.56410264969,0.0,0.0
1636488031701800386,7013,1636488031698672054,,left_wheel_joint,right_wheel_joint,933.216552734,1201.28710938,2.56410264969,2.56410264969,0.0,0.0
1636488031802506741,7014,1636488031798696413,,left_wheel_joint,right_wheel_joint,933.472839355,1201.54333496,2.56410264969,2.56410264969,0.0,0.0
1636488031901536007,7015,1636488031898695923,,left_wheel_joint,right_wheel_joint,933.729125977,1201.79956055,2.56410264969,2.56410264969,0.0,0.0
1636488032001165915,7016,1636488031998672577,,left_wheel_joint,right_wheel_joint,933.934143066,1202.00463867,2.56410264969,2.56410264969,0.0,0.0
1636488032101800232,7017,1636488032098683228,,left_wheel_joint,right_wheel_joint,934.190368652,1202.26086426,2.56410264969,2.56410264969,0.0,0.0
1636488032201118231,7018,1636488032198693988,,left_wheel_joint,right_wheel_joint,934.421020508,1202.49157715,2.56410264969,2.56410264969,0.0,0.0
1636488032299444743,7019,1636488032298695431,,left_wheel_joint,right_wheel_joint,934.651672363,1202.72216797,2.56410264969,2.56410264969,0.0,0.0
1636488032400851612,7020,1636488032398672464,,left_wheel_joint,right_wheel_joint,934.907958984,1202.97839355,2.56410264969,2.56410264969,0.0,0.0
1636488032501725043,7021,1636488032498709912,,left_wheel_joint,right_wheel_joint,935.13861084,1203.20910645,2.56410264969,2.56410264969,0.0,0.0
1636488032601695721,7022,1636488032598707706,,left_wheel_joint,right_wheel_joint,935.34362793,1203.4140625,2.56410264969,2.56410264969,0.0,0.0
1636488032701987966,7023,1636488032698692115,,left_wheel_joint,right_wheel_joint,935.599853516,1203.67041016,2.56410264969,2.56410264969,0.0,0.0
1636488032802921613,7024,1636488032798690348,,left_wheel_joint,right_wheel_joint,935.856140137,1203.92663574,2.56410264969,2.56410264969,0.0,0.0
1636488032900681733,7025,1636488032898668901,,left_wheel_joint,right_wheel_joint,936.061157227,1204.13171387,2.56410264969,2.56410264969,0.0,0.0
1636488033001853878,7026,1636488032998688860,,left_wheel_joint,right_wheel_joint,936.291809082,1204.36230469,2.56410264969,2.56410264969,0.0,0.0
1636488033102622116,7027,1636488033098695796,,left_wheel_joint,right_wheel_joint,936.522460938,1204.59289551,2.56410264969,2.56410264969,0.0,0.0
1636488033199789945,7028,1636488033198683209,,left_wheel_joint,right_wheel_joint,936.778686523,1204.84924316,2.56410264969,2.56410264969,0.0,0.0
1636488033299785711,7029,1636488033298707517,,left_wheel_joint,right_wheel_joint,937.009338379,1205.07983398,2.56410264969,2.56410264969,0.0,0.0
1636488033402184700,7030,1636488033398692932,,left_wheel_joint,right_wheel_joint,937.214355469,1205.28491211,2.56410264969,2.56410264969,0.0,0.0
1636488033502845731,7031,1636488033498693897,,left_wheel_joint,right_wheel_joint,937.47064209,1205.5411377,2.56410264969,2.56410264969,0.0,0.0
1636488033603949463,7032,1636488033598686127,,left_wheel_joint,right_wheel_joint,937.726928711,1205.79736328,2.56410264969,2.56410264969,0.0,0.0
1636488033700564953,7033,1636488033698672361,,left_wheel_joint,right_wheel_joint,937.931945801,1206.00244141,2.56410264969,2.56410264969,0.0,0.0
1636488033801940418,7034,1636488033798669098,,left_wheel_joint,right_wheel_joint,938.162536621,1206.23303223,2.56410264969,2.56410264969,0.0,0.0
1636488033901223025,7035,1636488033898704176,,left_wheel_joint,right_wheel_joint,938.418823242,1206.48937988,2.56410264969,2.56410264969,0.0,0.0
1636488034003728912,7036,1636488033998689465,,left_wheel_joint,right_wheel_joint,938.623840332,1206.69433594,2.56410264969,2.56410264969,0.0,0.0
1636488034101981857,7037,1636488034098683266,,left_wheel_joint,right_wheel_joint,938.880126953,1206.95068359,2.56410264969,2.56410264969,0.0,0.0
1636488034200626152,7038,1636488034198707947,,left_wheel_joint,right_wheel_joint,939.136413574,1207.20690918,2.56410264969,2.56410264969,0.0,0.0
1636488034299531466,7039,1636488034298715553,,left_wheel_joint,right_wheel_joint,939.341430664,1207.41186523,2.56410264969,2.56410264969,0.0,0.0
1636488034400323698,7040,1636488034398689053,,left_wheel_joint,right_wheel_joint,939.572021484,1207.64257812,2.56410264969,2.56410264969,0.0,0.0
1636488034500450861,7041,1636488034498722145,,left_wheel_joint,right_wheel_joint,939.828308105,1207.89880371,2.56410264969,2.56410264969,0.0,0.0
1636488034601892302,7042,1636488034598706666,,left_wheel_joint,right_wheel_joint,940.033325195,1208.10388184,2.56410264969,2.56410264969,0.0,0.0
1636488034705027258,7043,1636488034698677606,,left_wheel_joint,right_wheel_joint,940.289611816,1208.36010742,2.56410264969,2.56410264969,0.0,0.0
1636488034802411296,7044,1636488034798675297,,left_wheel_joint,right_wheel_joint,940.520263672,1208.59069824,2.56410264969,2.56410264969,0.0,0.0
1636488034903328692,7045,1636488034898677655,,left_wheel_joint,right_wheel_joint,940.750915527,1208.82141113,2.56410264969,2.56410264969,0.0,0.0
1636488035001543499,7046,1636488034998682863,,left_wheel_joint,right_wheel_joint,941.007141113,1209.07763672,2.56410264969,2.56410264969,0.0,0.0
1636488035101227908,7047,1636488035098696935,,left_wheel_joint,right_wheel_joint,941.237792969,1209.30834961,2.56410264969,2.56410264969,0.0,0.0
1636488035205385905,7048,1636488035198685196,,left_wheel_joint,right_wheel_joint,941.442810059,1209.51330566,2.56410264969,2.56410264969,0.0,0.0
1636488035301153929,7049,1636488035298695953,,left_wheel_joint,right_wheel_joint,941.69909668,1209.76953125,2.56410264969,2.56410264969,0.0,0.0
1636488035401462225,7050,1636488035398734988,,left_wheel_joint,right_wheel_joint,941.955322266,1210.02587891,2.56410264969,2.56410264969,0.0,0.0
1636488035500581777,7051,1636488035498693422,,left_wheel_joint,right_wheel_joint,942.160339355,1210.23083496,2.56410264969,2.56410264969,0.0,0.0
1636488035601399594,7052,1636488035598721594,,left_wheel_joint,right_wheel_joint,942.390991211,1210.46154785,2.56410264969,2.56410264969,0.0,0.0
1636488035700276144,7053,1636488035698682651,,left_wheel_joint,right_wheel_joint,942.647277832,1210.71777344,2.56410264969,2.56410264969,0.0,0.0
1636488035799977199,7054,1636488035798694063,,left_wheel_joint,right_wheel_joint,942.852294922,1210.92285156,2.56410264969,2.56410264969,0.0,0.0
