%time,field.header.seq,field.header.stamp,field.header.frame_id,field.image_seq
1636750132295698574,4741,1636750132178009419,usb_cam,4944
1636750132332968160,4742,1636750132281801187,usb_cam,4945
1636750132415621752,4743,1636750132375780630,usb_cam,4946
1636750132517507830,4744,1636750132475599151,usb_cam,4947
1636750132712907710,4745,1636750132578056610,usb_cam,4948
1636750132752365563,4746,1636750132684377348,usb_cam,4949
1636750132814842378,4747,1636750132775589130,usb_cam,4950
1636750132988487837,4748,1636750132876566694,usb_cam,4951
1636750133050825476,4749,1636750132980714657,usb_cam,4952
1636750133114936820,4750,1636750133075784041,usb_cam,4953
1636750133242251776,4751,1636750133176599223,usb_cam,4954
1636750133340277923,4752,1636750133277066416,usb_cam,4955
1636750133438483110,4753,1636750133377249834,usb_cam,4956
1636750133541442161,4754,1636750133477084867,usb_cam,4957
1636750133660837531,4755,1636750133577083481,usb_cam,4958
1636750133727832586,4756,1636750133676137110,usb_cam,4959
1636750133821329955,4757,1636750133775515773,usb_cam,4960
1636750133946201510,4758,1636750133876243526,usb_cam,4961
1636750134047506919,4759,1636750133976643053,usb_cam,4962,3,-0.0169763036786,0.134119624649,0.483441552157,0.150017002906,-0.753232320521,0.633627925793,0.0930140947238,7.41097330349,0.0778597137003,51371.9239197
1636750134146256462,4760,1636750134076740098,usb_cam,4963,3,-0.037045427165,0.130391754994,0.520336073684,0.137545438517,-0.766112945672,0.623613115381,0.0725181986871,1.41637808876,0.0171404270003,44446.4957394
1636750134237273568,4761,1636750134176552324,usb_cam,4964,3,-0.0523847767937,0.146830845991,0.566176549897,0.126693897708,-0.768633761352,0.624995962569,0.05030749414,1.18681031838,0.0165447068191,38312.2462927
1636750134342913621,4762,1636750134276238978,usb_cam,4965,3,-0.04770006954,0.180990715375,0.629717917934,-0.107090032,0.763830697048,-0.635229383856,-0.0397243147156,4.35569643928,0.0719790813516,30977.3464355
1636750134435450526,4763,1636750134376172416,usb_cam,4966,3,-0.0288936334456,0.172296837917,0.633078020683,0.100458010963,-0.766552725184,0.632150418554,0.0518744240257,0.729155533714,0.0121019822725,29731.9042174
1636750134532364900,4764,1636750134476120294,usb_cam,4967,3,0.0032156328991,0.141087598498,0.652404347981,0.109485295208,-0.77603092291,0.618593670071,0.055953982611,0.659434668021,0.0113085235288,26346.1413827
1636750134669221587,4765,1636750134576493016,usb_cam,4968,3,0.0365903430253,0.122167956832,0.684217700775,0.124649247622,-0.783344298336,0.607243901511,0.0457068858013,0.685823256383,0.01236049086,23156.0467529
1636750134737780330,4766,1636750134677374775,usb_cam,4969,3,0.0540406550479,0.0918862290962,0.673596005307,0.113857362037,-0.786934665484,0.600700531143,0.0832418479751,1.37115296931,0.0250169145746,22195.0685732
1636750134821788338,4767,1636750134775510713,usb_cam,4970,3,0.0518749077679,0.0462446694015,0.693900598154,0.0902323042165,-0.806769056024,0.575551906476,0.0985993127223,1.08832196682,0.0213984652988,20294.5982541
1636750134933443930,4768,1636750134876178896,usb_cam,4971,3,0.00341577103817,-0.0143177436444,0.733759746634,0.0494066032881,-0.830853372432,0.544572974113,0.103353456331,1.16016711551,0.0267943901457,17274.1846986
1636750135106440945,4769,1636750134977944980,usb_cam,4972
1636750135154878187,4770,1636750135087249157,usb_cam,4973,3,-0.230981539571,-0.0804411448849,0.728219219606,0.037148609235,0.867672669797,-0.495653609559,-0.00957174232174,0.620410569361,0.0150162105088,18863.8584275
1636750135216491336,4771,1636750135175454259,usb_cam,4974,3,-0.325894406134,-0.0265325115083,0.744982106951,0.0755930381771,0.856111569012,-0.510609359099,0.0252340322591,1.05801734795,0.0269511031749,19662.5455846
1636750135376567338,4772,1636750135276466642,usb_cam,4975
1636750135480322677,4773,1636750135381275005,usb_cam,4976
1636750135515561906,4774,1636750135478404081,usb_cam,4977
1636750135615657568,4775,1636750135575744417,usb_cam,4978
1636750135822191881,4776,1636750135680858003,usb_cam,4979
1636750135850340553,4777,1636750135788397137,usb_cam,4980
1636750135910671341,4778,1636750135875389618,usb_cam,4981
1636750136131334629,4779,1636750135977206090,usb_cam,4982
1636750136166572891,4780,1636750136096136092,usb_cam,4983
1636750136212118983,4781,1636750136175362509,usb_cam,4984,1,0.525444250688,0.263157256119,0.9407563248,0.991243655608,0.0708002634011,-0.0670102693718,0.0890671753061,0.695243309485,0.017524412551,30202.1473003,0,0.612816232461,-0.00564088193669,1.07000909869,0.979264255106,0.0751031030054,-0.118253808071,0.146345753159,0.667333606165,0.0220025128306,22167.5175927
1636750136329919526,4782,1636750136275929881,usb_cam,4985,1,0.445070506633,0.241054138367,0.954459304058,0.991306318478,0.101669493539,-0.0432019442032,0.0714750938844,0.120900207665,0.00311498624605,28285.7438954,0,0.529081002436,-0.029363020984,1.05309807734,0.978596026364,0.106816459611,-0.0848933432746,0.154055773691,0.049852767319,0.00159008149235,21753.3880648
1636750136498805041,4783,1636750136378111915,usb_cam,4986,1,0.34552322951,0.232692320204,1.03282743747,0.988278909837,0.124048195958,0.0487598722167,0.0744265833738,2.15315635363,0.0648119424858,22364.0
1636750136537556670,4784,1636750136483708866,usb_cam,4987,0,0.367574512838,-0.0718765764772,1.05971965845,0.989558082146,0.0902477144156,-0.0137752622265,0.111536515331,0.121552499011,0.00381035703942,20820.8646687,1,0.306877026204,0.205781640846,0.981806857239,0.992196338331,0.0895937724041,0.0195212496297,0.0844884782803,0.0267694662325,0.000711051325951,25437.65979
1636750136610039476,4785,1636750136575332506,usb_cam,4988,1,0.243869796561,0.180242736267,1.03276651832,0.988692808133,0.0799001579261,-0.013376218756,0.126188639275,0.832150057191,0.0237286011725,23314.2302241,0,0.297289886477,-0.100812844386,1.1069343179,0.990551343887,0.0846118947141,0.00300037300683,0.107888183588,0.437794772559,0.0148166370395,18913.2959768
1636750136787773145,4786,1636750136676881813,usb_cam,4989,0,0.253349445514,-0.132742866081,1.13059148922,0.99462740111,0.0699163064092,0.00979326629177,0.0757108644479,0.27178812382,0.00953694709612,18401.3449462,1,0.206444995744,0.151104515967,1.05719511775,0.993865895235,0.0671960132099,0.0231157096853,0.0847404393593,0.151998660062,0.00456555887613,21911.4874776
1636750136845826312,4787,1636750136782125645,usb_cam,4990,0,0.227168746392,-0.13603230595,1.16342788374,0.995663120405,0.0451463596121,0.0118746675551,0.0804720395522,0.241035484825,0.00890713739953,17365.185763,1,0.196604739288,0.149088851294,1.09645203074,0.99530162566,0.0418168532391,0.0173116580194,0.0855939906815,0.219667111989,0.00707616594335,20449.2362104
1636750136912712776,4788,1636750136875333073,usb_cam,4991,1,0.186863110099,0.143469398184,1.11549911322,0.995826747017,0.0393054381087,0.0773022501639,0.028434742474,0.460335657466,0.0157898050807,19103.79199,0,0.217272133146,-0.143837976248,1.19631880876,0.997355672653,0.0321015443791,0.0126269812192,0.0639664945144,0.0616939110332,0.0024018249562,16580.3045716
1636750137033937641,4789,1636750136975990747,usb_cam,4992,1,0.129279572211,0.125783088161,1.1197349688,0.983786012785,0.0615911495385,0.110426824936,0.127190910377,0.515824336326,0.0172343145555,18550.6141697,0,0.160799249325,-0.158568503868,1.18616787776,0.991048849417,0.0615170305886,0.0790057746205,0.0882945105466,0.0403112923523,0.00153328074334,16135.6590438
1636750137176240732,4790,1636750137077131043,usb_cam,4993,1,0.202149673072,0.116939533329,1.15247944528,0.993728696631,0.0435070696373,0.0119375430692,0.102312792209,0.0594267260749,0.00210334099294,18385.0098376,0,0.226881000349,-0.166535732859,1.20560498403,0.994165759563,0.0420539750669,0.019545405867,0.0973852288801,0.0367113657412,0.0014616420413,15877.7952755
1636750137222978801,4791,1636750137178046213,usb_cam,4994,0,0.226717926225,-0.18018401677,1.20653633222,0.996224744278,0.0351787579105,0.0195700958824,0.0769137518727,0.00574223522563,0.000228883509629,16037.3726909,1,0.201228250917,0.108891056218,1.14921049795,0.996130793685,0.0410149109899,0.0263250307022,0.0731314686534,0.0497580752708,0.00176040474919,18441.3022824
